bikeid,mileage,biketrips,tripduration,hours
39640,111.33,105,74340,21
34238,111.31,104,77299,21
33834,111.31,126,85684,24
42031,111.31,113,72238,20
27975,111.31,104,82188,23
39329,111.3,115,95273,26
32125,111.3,113,83590,23
41834,111.3,119,118515,33
40977,111.3,97,110111,31
27913,111.27,110,69274,19
40857,111.27,115,72132,20
39672,111.23,91,94624,26
33824,111.23,105,87437,24
34103,111.22,115,80535,22
38501,111.2,92,132084,37
41947,111.19,102,70805,20
39703,111.19,115,80187,22
40554,111.18,121,85691,24
42000,111.17,93,74715,21
38211,111.17,108,81186,23
29864,111.16,109,76378,21
28080,111.16,109,69816,19
40728,111.16,118,74007,21
32908,111.13,101,70161,19
38453,111.09,127,78179,22
39366,111.08,101,79224,22
19620,111.08,92,78691,22
40603,111.07,96,80669,22
40079,111.06,115,102333,28
34143,111.03,101,73800,20
27826,111.03,103,77906,22
40995,111.03,101,73836,21
33400,111.02,96,70126,19
28559,111.01,96,67232,19
30964,111.01,113,82672,23
34937,111.01,100,77426,22
18683,110.96,111,90559,25
33025,110.95,107,79234,22
28610,110.93,106,75721,21
34987,110.93,95,74895,21
31456,110.92,113,70525,20
28141,110.92,94,72454,20
41114,110.9,121,95772,27
40248,110.86,109,84093,23
28131,110.85,105,79249,22
40329,110.85,108,76223,21
30493,110.84,101,174830,49
40890,110.83,108,133019,37
38543,110.81,114,78780,22
35059,110.8,102,72535,20
39926,110.78,103,74460,21
41997,110.78,117,81114,23
41257,110.76,114,70343,20
27728,110.76,99,65930,18
28242,110.74,108,75377,21
41708,110.71,123,118100,33
39834,110.68,106,82853,23
39484,110.68,114,82096,23
39744,110.67,105,76013,21
41541,110.63,96,71779,20
29132,110.63,109,66920,19
32715,110.6,104,69774,19
38756,110.58,93,77461,22
34349,110.56,109,79819,22
27856,110.54,113,74657,21
41362,110.54,116,122625,34
35189,110.53,104,73189,20
29885,110.52,110,81551,23
34299,110.52,100,73327,20
38765,110.51,117,75192,21
38414,110.5,114,80293,22
33855,110.48,99,72044,20
41273,110.48,132,105155,29
41147,110.48,102,206503,57
33046,110.48,106,112640,31
35024,110.46,120,83357,23
40514,110.42,122,80613,22
40969,110.41,112,79340,22
27458,110.39,119,74016,21
38868,110.38,108,76348,21
39660,110.37,107,76756,21
33081,110.35,109,70734,20
32178,110.33,102,65002,18
40936,110.32,110,70640,20
33771,110.31,110,85764,24
27546,110.27,85,421484,117
28270,110.22,116,95719,27
27843,110.21,77,68768,19
34927,110.19,110,81738,23
41030,110.17,107,77969,22
31403,110.17,88,76257,21
32830,110.16,91,71967,20
29112,110.15,117,76262,21
40347,110.14,129,86305,24
41598,110.13,103,82668,23
38589,110.13,114,79370,22
40328,110.13,106,74408,21
32256,110.11,113,67800,19
39770,110.07,109,75867,21
39235,110.06,125,77879,22
40735,110.05,112,77759,22
41110,110.04,87,68553,19
33761,110.02,114,76697,21
33885,110.01,107,85167,24
39874,110.01,110,79390,22
28216,109.99,119,73303,20
28236,109.98,122,77288,21
34999,109.97,88,68453,19
38285,109.96,112,71683,20
38895,109.93,111,67788,19
38714,109.93,124,78465,22
28759,109.91,99,66457,18
40277,109.89,106,77002,21
33763,109.88,101,75320,21
30163,109.85,96,71573,20
41508,109.85,89,71783,20
41996,109.81,95,73495,20
40878,109.81,108,75277,21
30189,109.81,101,71762,20
38445,109.77,101,64649,18
39588,109.74,101,82154,23
40187,109.72,114,83159,23
35153,109.72,119,88100,24
31203,109.7,91,73901,21
38185,109.7,114,80406,22
40845,109.7,107,85460,24
29173,109.7,105,100580,28
30729,109.7,110,78840,22
40763,109.69,111,81661,23
38099,109.69,107,76204,21
39456,109.67,101,83551,23
38309,109.67,99,73339,20
35091,109.65,113,83402,23
33857,109.63,126,76977,21
40481,109.55,108,65794,18
38771,109.48,88,67446,19
41174,109.48,108,82917,23
28598,109.47,99,101103,28
39115,109.46,117,83634,23
33971,109.42,113,75224,21
33258,109.41,104,70563,20
41439,109.4,94,67789,19
31382,109.38,102,71063,20
28655,109.37,103,78793,22
34239,109.36,103,72608,20
33655,109.35,108,79749,22
34228,109.35,109,80985,22
33999,109.34,107,70391,20
31094,109.34,97,68750,19
41160,109.34,99,73509,20
29154,109.33,105,76392,21
29095,109.33,104,80335,22
28686,109.32,109,75551,21
28643,109.32,87,62242,17
32813,109.28,100,77943,22
38252,109.25,94,65243,18
28020,109.24,110,70206,20
33960,109.24,92,77249,21
41007,109.23,115,87090,24
31969,109.22,107,78292,22
35364,109.19,98,77162,21
29086,109.18,110,76539,21
28684,109.13,105,68049,19
42012,109.11,111,84823,24
32765,109.09,103,126542,35
41653,109.07,107,84976,24
32541,109.06,119,75637,21
34341,109.06,123,86756,24
40918,109.05,95,67986,19
33778,109.03,91,68941,19
34109,109.01,116,77737,22
34007,109.0,112,76109,21
38581,108.98,107,76665,21
40824,108.98,96,81304,23
31650,108.96,106,71203,20
39228,108.94,104,116629,32
35283,108.92,111,86518,24
35168,108.91,115,74989,21
39054,108.91,104,92868,26
29404,108.89,105,167115,46
40804,108.87,111,73782,20
39896,108.87,115,77268,21
41568,108.86,108,78959,22
39462,108.86,112,82736,23
40473,108.85,106,78330,22
30692,108.85,101,74372,21
38668,108.85,106,71549,20
28623,108.83,94,67694,19
32712,108.82,105,75896,21
40702,108.82,104,84516,23
40484,108.8,89,71082,20
35150,108.8,109,76187,21
39224,108.79,104,75775,21
30105,108.79,102,77976,22
41383,108.74,92,76607,21
41820,108.74,112,85242,24
39634,108.73,104,88212,25
38137,108.71,121,75603,21
38238,108.7,107,70992,20
28358,108.65,88,68899,19
26821,108.61,92,71730,20
38117,108.59,102,74769,21
28402,108.57,102,73762,20
39037,108.57,119,73542,20
38197,108.55,100,81350,23
29336,108.54,108,72679,20
27669,108.53,103,72230,20
34320,108.52,102,75713,21
39666,108.52,108,69547,19
39539,108.46,111,72647,20
28589,108.44,102,65431,18
32647,108.44,88,73215,20
34913,108.43,112,76482,21
32278,108.42,102,83932,23
28109,108.42,107,75900,21
33431,108.39,105,74217,21
30204,108.38,112,70488,20
39855,108.36,113,74929,21
32382,108.35,97,72504,20
40338,108.34,127,131197,36
32950,108.32,105,83867,23
35058,108.32,105,81242,23
32877,108.32,105,79608,22
27486,108.31,92,76454,21
28487,108.3,97,71214,20
41371,108.3,99,80958,22
40967,108.29,95,76878,21
41650,108.29,94,73245,20
35159,108.27,110,117922,33
32332,108.26,119,74862,21
39443,108.25,102,71664,20
38938,108.24,108,70850,20
41386,108.22,103,83362,23
38814,108.22,118,78447,22
35386,108.21,117,83414,23
33042,108.19,103,74223,21
39053,108.19,89,69736,19
29379,108.18,92,96505,27
38202,108.17,120,70190,19
27984,108.15,85,62900,17
38537,108.14,122,77429,22
35095,108.13,104,76339,21
28093,108.13,87,68143,19
40886,108.1,109,75638,21
33860,108.09,109,76604,21
41156,108.08,97,76301,21
28097,108.07,100,68428,19
27920,108.07,106,71876,20
38693,108.06,112,107799,30
27849,108.06,98,66577,18
41413,108.04,102,87775,24
27603,108.04,107,77412,22
28809,108.04,93,61879,17
28185,108.03,94,67000,19
38254,108.03,119,73790,20
29567,108.03,116,83797,23
29187,108.03,104,74876,21
34950,108.02,103,63584,18
35184,108.02,108,82990,23
28054,108.0,118,75124,21
27516,107.96,100,74760,21
38157,107.96,116,103391,29
30110,107.96,99,70800,20
39570,107.95,102,68000,19
30065,107.94,95,64403,18
31402,107.93,114,72454,20
34014,107.92,106,77704,22
28827,107.92,78,71845,20
39704,107.91,101,77822,22
26614,107.9,97,79474,22
38959,107.86,104,216110,60
39457,107.85,119,72981,20
41703,107.85,99,71444,20
41569,107.84,105,73817,21
41415,107.82,98,73596,20
33004,107.8,113,75953,21
31352,107.8,96,73352,20
40549,107.78,108,94896,26
27470,107.73,94,75365,21
34355,107.71,117,90832,25
29037,107.71,99,91870,26
31289,107.7,116,74530,21
29156,107.69,92,73176,20
39765,107.69,101,77568,22
39089,107.68,116,74003,21
29343,107.67,106,80123,22
39565,107.67,103,65266,18
41184,107.65,112,179891,50
28909,107.64,101,69254,19
28058,107.63,101,66960,19
40333,107.63,107,75583,21
41975,107.62,113,72494,20
28197,107.62,98,81629,23
41635,107.61,101,80644,22
29057,107.54,102,88203,25
38674,107.52,116,69859,19
33890,107.5,110,86998,24
38729,107.49,125,92522,26
27953,107.49,99,69661,19
28900,107.48,96,62043,17
39761,107.47,102,75686,21
28048,107.45,76,60072,17
35192,107.45,121,70305,20
41288,107.45,118,81784,23
41938,107.45,92,69968,19
42018,107.44,111,77525,22
34024,107.44,103,90439,25
33871,107.43,94,71412,20
30374,107.41,84,75935,21
41438,107.4,99,69619,19
38240,107.39,102,72040,20
27557,107.39,96,78530,22
39452,107.38,103,68697,19
38617,107.34,105,206766,57
38059,107.26,112,81000,22
42045,107.25,122,82684,23
31619,107.23,103,68194,19
27847,107.23,98,69894,19
33843,107.22,131,77070,21
40575,107.21,97,81196,23
34258,107.2,93,71829,20
41146,107.19,106,79912,22
41296,107.18,90,81317,23
27563,107.12,96,66106,18
34916,107.12,112,79053,22
28788,107.12,102,72089,20
28599,107.11,91,70441,20
28161,107.11,105,73398,20
30526,107.1,102,68184,19
28069,107.09,114,98396,27
39571,107.05,114,84467,23
40666,107.05,103,79532,22
35258,107.05,104,70218,20
33419,107.04,113,72926,20
28723,107.03,102,157432,44
41943,107.01,95,75406,21
34130,107.0,112,82026,23
31128,106.96,97,79772,22
34091,106.95,98,75158,21
28072,106.95,99,86426,24
38406,106.94,98,71729,20
40961,106.94,104,79529,22
30085,106.93,91,82678,23
27347,106.91,98,72366,20
28997,106.9,97,71328,20
39021,106.87,111,73857,21
41061,106.86,106,76065,21
39567,106.83,103,77032,21
39351,106.82,100,76139,21
31167,106.82,106,76088,21
30277,106.8,88,67297,19
31657,106.8,92,219996,61
34990,106.79,101,76167,21
38718,106.78,103,72495,20
27889,106.75,100,67540,19
41502,106.75,114,73970,21
27496,106.73,109,71548,20
38773,106.71,122,74481,21
40180,106.71,120,73312,20
30238,106.71,107,75745,21
27463,106.69,101,67663,19
28501,106.64,91,71804,20
40849,106.63,100,74572,21
33625,106.61,105,67956,19
33011,106.58,99,83272,23
38098,106.56,100,75392,21
40663,106.54,92,83027,23
39109,106.53,121,90374,25
39957,106.53,102,67894,19
33752,106.52,116,75377,21
28928,106.52,101,70367,20
29070,106.52,105,67840,19
39919,106.52,104,76189,21
27705,106.5,93,63593,18
41083,106.47,117,75139,21
28321,106.43,103,63826,18
33404,106.41,108,74386,21
39489,106.39,99,74163,21
34951,106.39,102,71510,20
29958,106.38,104,66577,18
35359,106.38,99,75963,21
41763,106.38,104,78291,22
39191,106.38,100,95895,27
33590,106.36,101,75657,21
35228,106.36,91,71474,20
33098,106.35,112,65914,18
38715,106.34,94,68747,19
34242,106.31,111,78313,22
32072,106.31,104,69678,19
27941,106.31,102,73995,21
40415,106.31,98,68301,19
39810,106.3,91,71327,20
31285,106.25,111,78977,22
16336,106.22,108,70025,19
30015,106.2,109,79620,22
39882,106.19,119,79443,22
27675,106.18,89,62334,17
34925,106.11,96,70723,20
28606,106.08,98,65422,18
34033,106.05,100,75118,21
28551,106.05,103,78851,22
39971,106.04,103,69463,19
33383,106.02,99,127082,35
41195,106.01,110,77064,21
35595,105.98,90,90565,25
39827,105.97,95,66773,19
27786,105.96,98,85990,24
32037,105.96,119,74787,21
39193,105.95,87,60847,17
27570,105.92,99,62083,17
39345,105.92,103,72119,20
32235,105.91,98,71813,20
27962,105.9,103,88216,25
38922,105.9,110,65987,18
33238,105.87,102,69872,19
29139,105.85,107,80936,22
39782,105.85,111,77004,21
34191,105.85,103,69454,19
35169,105.84,118,80418,22
30837,105.84,102,72402,20
41750,105.84,106,74915,21
27748,105.83,90,61713,17
38362,105.83,97,71353,20
27490,105.82,101,65754,18
34966,105.82,96,69160,19
39677,105.8,112,83464,23
30541,105.8,86,66823,19
27875,105.78,100,74845,21
28539,105.78,115,63312,18
33455,105.78,106,70241,20
41618,105.78,97,73946,21
32805,105.75,110,76801,21
39405,105.72,121,92718,26
31492,105.72,97,76473,21
41573,105.71,93,75619,21
27608,105.71,97,61888,17
33463,105.7,103,70015,19
35155,105.68,120,79770,22
40832,105.68,97,63003,18
34938,105.66,100,77233,21
30996,105.64,90,65728,18
39877,105.63,108,63627,18
33312,105.62,104,69428,19
30638,105.61,104,72004,20
40631,105.61,117,74327,21
32610,105.61,100,75067,21
38960,105.6,100,70475,20
35586,105.59,109,70738,20
30012,105.59,101,73837,21
30536,105.58,99,74838,21
33138,105.49,95,79168,22
28685,105.49,99,61709,17
40225,105.48,100,78376,22
39293,105.47,98,62734,17
40451,105.43,97,76464,21
40884,105.41,101,75330,21
30793,105.39,92,85068,24
34940,105.37,94,74639,21
39268,105.36,108,74950,21
29893,105.36,86,128467,36
39852,105.36,97,67265,19
29177,105.33,101,61479,17
29339,105.33,103,74315,21
39978,105.31,101,72405,20
32068,105.29,102,64521,18
39646,105.28,91,70800,20
41142,105.27,91,70306,20
35287,105.27,93,71838,20
38882,105.25,105,543158,151
33923,105.23,105,74679,21
34382,105.22,121,82358,23
34366,105.21,86,74773,21
38179,105.21,92,72606,20
38538,105.21,97,81182,23
41641,105.19,109,73228,20
32360,105.19,105,67884,19
29322,105.16,104,73899,21
32719,105.15,103,71881,20
30871,105.15,112,98194,27
30399,105.14,108,74208,21
28981,105.14,96,62428,17
38812,105.12,106,613106,170
39524,105.11,97,66331,18
28662,105.1,91,68039,19
38965,105.1,123,74599,21
38757,105.09,106,74057,21
41331,105.08,112,81672,23
30496,105.03,106,67684,19
39181,104.98,86,61937,17
41284,104.98,99,82307,23
38691,104.97,105,64830,18
28677,104.95,97,67953,19
35009,104.94,102,74343,21
31564,104.89,92,63504,18
27353,104.89,112,70330,20
33143,104.87,118,66543,18
28227,104.83,107,71085,20
41354,104.82,113,71753,20
42017,104.81,112,77978,22
35041,104.81,100,68682,19
30155,104.8,100,71611,20
39152,104.8,115,71582,20
33913,104.79,105,79009,22
20549,104.79,108,76373,21
34080,104.77,99,75912,21
27540,104.77,93,61870,17
39100,104.73,110,73028,20
40664,104.73,89,66644,19
34212,104.72,95,72003,20
38056,104.7,100,69735,19
35063,104.69,108,76630,21
38970,104.68,104,66647,19
41524,104.67,106,92581,26
35006,104.67,114,81064,23
31192,104.66,107,64509,18
27609,104.66,90,73657,20
32076,104.65,100,79561,22
38556,104.64,115,75714,21
30095,104.63,99,134427,37
28913,104.62,99,67657,19
30691,104.61,92,68588,19
38199,104.6,96,65415,18
35176,104.59,102,69165,19
39391,104.56,102,69148,19
27749,104.56,95,72163,20
34283,104.52,93,70686,20
40111,104.52,96,68997,19
40599,104.51,91,67425,19
29967,104.51,100,82526,23
39071,104.5,102,80351,22
29421,104.48,96,70051,19
30143,104.46,98,74037,21
28464,104.4,81,81999,23
38821,104.4,116,86559,24
40843,104.39,104,67851,19
31413,104.39,109,69710,19
39536,104.39,122,90310,25
40766,104.39,103,90841,25
32779,104.38,96,75530,21
27560,104.37,96,88577,25
40773,104.34,115,75393,21
38772,104.33,107,72344,20
40673,104.32,98,71352,20
39211,104.28,108,74473,21
39116,104.28,110,83900,23
40112,104.25,108,75982,21
39602,104.25,113,79345,22
28133,104.25,87,67029,19
33738,104.17,112,71709,20
34266,104.13,107,79571,22
39059,104.13,103,79801,22
41265,104.13,97,68527,19
38152,104.1,101,76699,21
41021,104.1,102,77626,22
40513,104.07,99,61705,17
38642,104.06,96,65175,18
39850,104.06,82,71604,20
29093,104.02,105,71792,20
28037,104.02,90,71211,20
40799,104.01,98,72622,20
31171,104.0,122,69258,19
39979,104.0,112,68451,19
28142,103.98,84,71316,20
39250,103.97,102,72305,20
32075,103.94,103,71739,20
29055,103.94,104,92688,26
28892,103.94,101,77702,22
33848,103.93,100,75615,21
38480,103.91,105,72634,20
38149,103.89,113,67162,19
32355,103.89,92,71396,20
34305,103.89,104,70982,20
27577,103.87,90,67096,19
31019,103.87,81,64948,18
41351,103.87,92,75105,21
38083,103.85,102,83438,23
39373,103.85,108,76040,21
34267,103.81,97,67736,19
29932,103.81,101,65308,18
41207,103.81,113,68374,19
41138,103.8,105,70457,20
39444,103.8,116,99395,28
39434,103.78,106,77942,22
42008,103.77,106,71786,20
39009,103.75,105,72515,20
38862,103.75,103,72948,20
29385,103.73,97,83506,23
41607,103.7,112,80622,22
39435,103.67,101,67914,19
39304,103.65,107,74764,21
41459,103.65,92,82664,23
38985,103.64,99,68424,19
38286,103.62,112,77944,22
34297,103.61,92,133678,37
30131,103.6,118,73838,21
39624,103.58,105,68968,19
38040,103.57,103,67870,19
28780,103.55,92,79815,22
32093,103.54,103,100568,28
38721,103.5,113,67081,19
31892,103.48,105,73329,20
39928,103.46,92,73593,20
41417,103.46,101,74757,21
39052,103.45,81,63361,18
39428,103.43,98,65262,18
27572,103.43,97,65958,18
28292,103.43,91,60674,17
33045,103.41,110,70580,20
30817,103.38,102,65326,18
27772,103.38,94,62747,17
33196,103.37,110,77169,21
39560,103.37,111,79967,22
30218,103.36,99,80176,22
29153,103.36,95,83051,23
31853,103.36,104,72742,20
38268,103.35,105,74108,21
38607,103.34,85,72809,20
39944,103.29,107,75470,21
40178,103.27,106,78121,22
28894,103.25,100,58062,16
27919,103.25,95,353302,98
29039,103.22,93,60517,17
29939,103.21,105,73138,20
33826,103.2,103,70677,20
41705,103.2,91,90852,25
30630,103.17,96,69900,19
41782,103.16,96,68076,19
27443,103.09,86,63044,18
28836,103.06,98,64915,18
31889,103.06,107,72236,20
33009,103.05,112,83190,23
39681,103.04,104,67885,19
33624,103.04,90,74133,21
27753,103.03,85,67192,19
34118,103.03,110,77812,22
39295,103.03,99,69732,19
39812,103.01,112,486325,135
35069,103.0,108,63136,18
41161,103.0,90,76507,21
32411,102.99,93,69375,19
29744,102.99,106,71655,20
41673,102.99,93,61034,17
39358,102.98,101,80199,22
41626,102.96,96,77504,22
39638,102.96,118,109910,31
27619,102.95,112,71563,20
38974,102.93,103,108793,30
31281,102.91,98,66775,19
39902,102.9,96,73139,20
29349,102.89,89,58799,16
28740,102.89,94,65743,18
38599,102.88,88,64790,18
34335,102.87,98,76279,21
39808,102.87,105,74863,21
28692,102.82,107,64860,18
15675,102.82,107,64932,18
35220,102.81,94,67915,19
41506,102.81,94,62461,17
41333,102.8,101,69750,19
32576,102.78,92,60661,17
30884,102.77,99,76689,21
29899,102.76,97,68337,19
38383,102.72,94,69894,19
39007,102.71,104,86937,24
40883,102.71,96,65986,18
30492,102.69,91,66818,19
30000,102.66,114,73428,20
27848,102.66,107,82982,23
35361,102.65,92,67574,19
30421,102.64,99,71819,20
33957,102.64,101,103974,29
33757,102.62,113,487472,135
28124,102.61,105,64694,18
38853,102.59,99,72231,20
40162,102.57,91,74059,21
38949,102.56,101,75071,21
31195,102.55,98,65116,18
40453,102.55,103,83454,23
28149,102.55,98,66751,19
38447,102.54,93,71643,20
39202,102.48,111,75140,21
33793,102.47,109,71611,20
30081,102.44,101,66016,18
27614,102.44,105,65821,18
39000,102.42,102,67454,19
39970,102.42,83,63418,18
28053,102.42,80,65838,18
40045,102.42,94,63324,18
41429,102.39,115,70468,20
21125,102.38,88,61775,17
34215,102.36,110,69883,19
40450,102.36,96,71585,20
27742,102.34,89,74502,21
29425,102.33,87,66620,19
27710,102.32,106,86073,24
39203,102.32,112,70662,20
28847,102.31,102,74179,21
32057,102.3,106,68456,19
41827,102.29,106,65168,18
34379,102.29,101,65616,18
38296,102.25,118,65139,18
30322,102.25,101,69026,19
28134,102.25,94,67259,19
32539,102.25,94,81404,23
29113,102.23,98,75956,21
30056,102.22,100,71268,20
40067,102.17,85,60411,17
39702,102.17,93,74506,21
40479,102.16,100,68737,19
39055,102.16,113,61536,17
41289,102.13,82,68526,19
28548,102.13,85,59507,17
41154,102.12,108,83412,23
27737,102.11,87,84682,24
34181,102.1,107,71057,20
30716,102.1,103,70030,19
39149,102.09,102,66225,18
39040,102.08,103,68395,19
30559,102.08,118,168380,47
40190,102.05,103,63524,18
41620,101.98,116,81152,23
30784,101.95,92,77757,22
40685,101.94,104,75586,21
27752,101.93,100,63467,18
39754,101.93,101,73142,20
41527,101.91,98,72518,20
28562,101.9,84,68775,19
39807,101.89,102,826355,230
29395,101.89,94,62925,17
31624,101.89,95,66419,18
38681,101.89,92,74073,21
34307,101.87,101,71534,20
28522,101.83,95,67041,19
33177,101.83,94,70693,20
38850,101.82,97,66556,18
28789,101.81,104,65070,18
30709,101.8,98,76136,21
38826,101.78,97,76821,21
38168,101.77,101,73188,20
27789,101.75,104,64458,18
33817,101.72,94,69613,19
38367,101.69,98,83040,23
40094,101.69,94,74853,21
33380,101.68,99,76017,21
30635,101.67,89,63849,18
29400,101.67,83,57499,16
21708,101.66,91,64503,18
28067,101.65,88,63648,18
33645,101.62,105,71677,20
33276,101.61,85,59774,17
30334,101.59,108,69198,19
31554,101.58,100,75267,21
32840,101.57,94,68619,19
31570,101.57,92,67947,19
27417,101.56,89,59762,17
35149,101.56,89,68018,19
32640,101.56,94,69250,19
41423,101.56,104,69647,19
31219,101.52,91,72224,20
27813,101.52,85,131294,36
38709,101.51,93,63847,18
40282,101.51,108,99230,28
27589,101.48,93,67146,19
38637,101.48,92,64856,18
41511,101.47,113,69489,19
29323,101.46,93,57453,16
29804,101.45,93,70304,20
33667,101.43,89,75171,21
41499,101.42,95,75454,21
38901,101.42,104,70896,20
35099,101.41,108,72064,20
30355,101.41,87,68030,19
39912,101.4,90,64966,18
40570,101.4,100,81704,23
31643,101.38,94,60247,17
39814,101.37,82,66212,18
28144,101.34,101,78305,22
28316,101.31,92,65305,18
27756,101.29,81,76455,21
39302,101.28,110,69996,19
35309,101.25,103,68886,19
31092,101.25,113,88958,25
40231,101.25,106,74318,21
35210,101.24,96,81453,23
38255,101.22,94,59372,16
40762,101.2,95,74618,21
38341,101.19,104,69364,19
38282,101.19,94,64017,18
15864,101.19,93,86449,24
40927,101.16,95,77294,21
39099,101.16,96,71789,20
28651,101.14,98,66132,18
39768,101.14,99,73481,20
33435,101.14,103,68603,19
29368,101.11,86,64351,18
33877,101.11,100,73799,20
30302,101.1,79,73630,20
33191,101.05,97,70463,20
38533,101.04,106,70839,20
38769,101.04,91,64086,18
28463,101.02,97,61904,17
29895,100.99,97,75097,21
41013,100.97,109,69937,19
30792,100.95,86,77176,21
34286,100.95,102,67526,19
38834,100.94,105,142055,39
30037,100.93,110,69764,19
31277,100.92,98,64938,18
41847,100.92,97,80230,22
28856,100.92,95,60926,17
33044,100.91,95,79931,22
29854,100.9,94,60876,17
39815,100.9,96,82307,23
31309,100.89,86,69567,19
32678,100.88,94,81768,23
38096,100.84,99,103148,29
38227,100.84,103,69768,19
30679,100.83,102,70568,20
41575,100.83,129,106242,30
29367,100.82,88,65293,18
39535,100.78,108,76926,21
31284,100.77,101,64674,18
39964,100.76,93,85135,24
34295,100.75,108,82262,23
34032,100.71,110,62736,17
32959,100.71,80,73029,20
41274,100.71,112,78971,22
27407,100.7,105,68311,19
29978,100.69,120,66120,18
39015,100.69,109,65398,18
33079,100.68,99,69168,19
39545,100.65,104,66273,18
40438,100.65,115,74671,21
39675,100.65,113,67120,19
35278,100.64,93,70284,20
27978,100.64,109,74255,21
42002,100.64,95,79283,22
40072,100.63,98,285480,79
33452,100.6,125,79821,22
29941,100.58,94,65082,18
28560,100.57,88,78190,22
30975,100.54,108,75278,21
41944,100.54,90,65420,18
31503,100.54,101,70429,20
29161,100.54,99,66951,19
33870,100.53,102,65094,18
31087,100.53,87,78081,22
39903,100.51,99,83191,23
32299,100.48,81,62207,17
32096,100.47,76,59790,17
39226,100.41,102,78849,22
38422,100.4,91,61717,17
28029,100.39,97,128072,36
29883,100.38,95,67162,19
41347,100.37,99,69213,19
35139,100.35,115,68535,19
40207,100.33,76,94797,26
29010,100.31,93,71529,20
15157,100.3,89,65217,18
41479,100.28,108,71489,20
30014,100.28,107,81669,23
32110,100.27,96,64492,18
29047,100.26,95,67446,19
32688,100.23,100,67077,19
40703,100.21,105,80690,22
28057,100.21,93,72119,20
32301,100.21,95,63743,18
30435,100.21,97,68840,19
39380,100.2,107,74231,21
38555,100.2,101,68846,19
27821,100.18,82,76556,21
31518,100.15,95,64862,18
28337,100.1,90,62482,17
34045,100.07,113,71113,20
34363,100.05,93,63672,18
32740,100.05,97,61115,17
29912,100.02,96,71033,20
41112,100.01,101,62982,17
38498,100.01,94,69038,19
32232,100.01,109,68493,19
33737,100.0,98,66642,19
28587,99.97,90,66309,18
29709,99.97,94,61373,17
29420,99.94,105,72994,20
38442,99.93,88,72237,20
32834,99.91,86,160307,45
28485,99.91,101,65571,18
41730,99.91,101,69855,19
34101,99.9,113,78068,22
40593,99.9,109,78983,22
30967,99.87,100,69661,19
34962,99.86,90,70375,20
39781,99.85,100,80650,22
32599,99.84,95,63650,18
40837,99.83,103,69409,19
38966,99.83,83,65273,18
29374,99.83,91,78754,22
28711,99.82,93,64685,18
27568,99.81,87,61005,17
30752,99.8,108,71756,20
38332,99.8,105,59608,17
33381,99.79,104,63807,18
14731,99.79,95,70478,20
28879,99.77,86,60159,17
28268,99.75,95,61136,17
41049,99.73,104,67316,19
31607,99.72,104,66538,18
29559,99.71,93,61800,17
32837,99.71,98,66296,18
39618,99.69,87,68661,19
39047,99.67,99,64181,18
39167,99.66,104,63124,18
32565,99.65,89,64173,18
27383,99.61,89,72586,20
30253,99.58,94,75129,21
32732,99.55,89,64137,18
38186,99.54,90,62958,17
27555,99.54,92,68017,19
38917,99.53,105,83118,23
31267,99.52,90,77464,22
40274,99.51,119,67301,19
38856,99.49,98,68652,19
27683,99.49,92,59959,17
27369,99.47,111,62304,17
28260,99.44,100,74000,21
28977,99.43,103,77284,21
27762,99.43,80,71981,20
41536,99.42,85,71609,20
32953,99.42,104,64438,18
33199,99.4,84,67541,19
35000,99.39,90,58474,16
28693,99.39,89,59287,16
31960,99.37,97,67909,19
32463,99.36,101,71573,20
38305,99.34,88,83108,23
34205,99.3,101,66011,18
28682,99.29,95,59864,17
32240,99.28,87,79268,22
39715,99.26,90,87122,24
38518,99.25,110,79751,22
29345,99.25,97,63128,18
28850,99.24,87,59038,16
28471,99.23,101,66150,18
27835,99.22,89,70105,19
30251,99.21,97,66664,19
33355,99.21,93,78188,22
28940,99.21,104,62569,17
31109,99.2,99,73773,20
27591,99.19,92,68400,19
40901,99.18,97,61939,17
41712,99.17,96,244434,68
38359,99.15,103,73434,20
31673,99.15,114,87548,24
40459,99.14,91,67211,19
29820,99.14,95,65986,18
28826,99.13,88,59545,17
35367,99.13,112,77290,21
38512,99.12,95,66488,18
33776,99.11,87,71249,20
39737,99.11,126,79683,22
40122,99.1,109,69969,19
30109,99.09,90,67218,19
39826,99.06,95,68279,19
31809,99.05,100,62761,17
28870,99.04,103,70238,20
27030,99.03,84,59217,16
27674,99.02,71,61485,17
28760,99.01,98,64310,18
29819,99.0,99,67520,19
39580,98.98,108,68189,19
30372,98.94,105,136513,38
39382,98.94,105,68706,19
41657,98.92,110,66002,18
35585,98.92,93,71445,20
19335,98.91,104,71188,20
27917,98.88,80,60917,17
27950,98.87,76,65981,18
31000,98.86,95,62408,17
32077,98.84,98,65125,18
29005,98.84,86,76480,21
40960,98.83,108,72636,20
40814,98.82,102,67407,19
30717,98.81,87,65598,18
32604,98.81,109,71784,20
35171,98.8,85,62245,17
32562,98.76,106,67412,19
38134,98.73,92,77326,21
38684,98.72,92,68815,19
30417,98.71,76,60404,17
35207,98.71,100,72075,20
27740,98.71,89,61175,17
34160,98.7,110,81051,23
28716,98.7,85,77137,21
30168,98.68,101,72986,20
29315,98.65,97,62798,17
39001,98.65,93,179245,50
28152,98.64,105,65549,18
32907,98.62,111,68441,19
